,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
2872,TBG,5,5.0,0.5,6.72647311,11.0,0.00015727,5411.438095238095,0.00032857566282936925
2873,TBI,2,2.0,1.0,5.74071114,13.0,0.00720667,0.0,8.924591203024492e-05
2874,TBJ,2,2.0,1.0,5.33021924,12.0,0.02955104,0.0,7.598125577198592e-05
2875,TBN,1,1.0,,5.72990568,13.0,0.00689552,0.0,6.105908548313323e-05
2876,TBO,2,2.0,1.0,6.18249901,13.0,0.00061431,0.0,0.00012091731266899514
2877,TBP,1,1.0,,6.9634673,14.0,3.813e-05,0.0,0.00010057559666510696
2878,TBS,21,21.0,0.55238095,5.3324642,12.0,0.13628346,1406.2296429303192,0.00048092950187997655
2879,TBT,2,2.0,1.0,6.83548202,14.0,0.00036855,0.0,0.00014549114067406442
2880,TBU,11,11.0,0.25454545,5.562458,12.0,0.0059983,18758.179465284644,0.0005857857023536507
2881,TBZ,2,2.0,1.0,6.12621123,13.0,0.00474216,0.0,9.552623916976614e-05
2882,TCA,2,2.0,0.0,6.81454396,12.0,7.777e-05,7.460372960372961,0.0001507353325115989
2883,TCB,5,5.0,0.9,5.89895262,13.0,0.02289167,4.623821518033263,0.00015391996441453996
2884,TCG,1,1.0,,7.72666521,14.0,1.106e-05,0.0,0.00011106198945743619
2885,TCH,1,1.0,,6.19436506,13.0,0.00133151,0.0,7.266171068691821e-05
2886,TCI,50,50.0,0.38285714,5.14709747,12.0,0.24212459,4515.524747844797,0.0009421096787807047
2887,TCO,1,1.0,,6.86558072,14.0,0.0002463,0.0,8.156612093850788e-05
2888,TCP,2,2.0,1.0,5.68972376,12.0,0.00913855,0.0,8.111733697925441e-05
2889,TCQ,3,3.0,0.66666667,5.94216556,13.0,0.00371564,25.71764705882352,0.00015518408622112285
2890,TCT,2,2.0,1.0,6.7283488,14.0,2.566e-05,0.0,0.0001870379128618229
2891,TCX,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751111849353162e-05
2892,TDB,3,3.0,0.33333333,6.72752355,11.0,0.00015119,1803.0,0.00023274272589784536
2893,TDD,6,6.0,0.2,6.59998089,14.0,0.00058844,13629.878332443875,0.0003925702606364715
2894,TDL,3,3.0,0.33333333,5.59003713,13.0,0.00327461,3616.0,0.00022226315202930535
2895,TEE,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465322303618146e-05
2896,TEH,1,1.0,,7.74751035,15.0,2.33e-06,0.0,0.0001138622724764183
2897,TEP,2,2.0,0.0,7.72469854,12.0,2.95e-06,3625.283333333331,0.0001908345361300057
2898,TER,7,7.0,0.23809524,6.08267741,13.0,0.00588673,9657.610005310915,0.00040129250909440295
2899,TET,3,3.0,0.33333333,6.27508844,13.0,0.00040632,33.63248924951737,0.00015939496101818616
2900,TEU,3,3.0,0.66666667,6.88118162,13.0,8.53e-05,0.5,0.00017263192765083846
2901,TEX,1,1.0,,5.81798729,13.0,0.00609709,0.0,6.676016425412757e-05
2902,TEZ,2,2.0,1.0,5.91540479,12.0,0.0010255,0.0,0.00011785553461630484
2903,TFF,3,3.0,0.33333333,6.83547404,14.0,0.00036866,3616.0,0.0002326765849454182
2904,TFI,3,3.0,0.66666667,6.72756537,11.0,0.00015379,9.333333333333332,0.00022479955301931914
2905,TFM,2,2.0,0.0,7.72637218,12.0,2.8e-06,1804.1047619047622,0.00017914014714968038
2906,TGD,1,1.0,,6.35067604,13.0,0.00470206,0.0,6.000456259979803e-05
2907,TGG,1,1.0,,5.72804252,12.0,0.00450302,0.0,6.695541445535743e-05
2908,TGH,2,2.0,0.0,6.85325382,12.0,8.872e-05,1807.5,0.0001650322100375447
2909,TGJ,3,3.0,1.0,6.26462185,12.0,0.00028954,0.0,0.0001911141068284935
2910,TGM,4,4.0,0.5,6.36987497,13.0,0.00688808,1.1666666666666665,0.00015299236981771602
2911,TGN,4,4.0,0.66666667,5.78966382,12.0,0.00084894,0.8333333333333333,0.00020186446297129168
2912,TGO,2,2.0,0.0,5.66630988,12.0,0.00564892,3615.9999999999995,0.00015168815618748802
2913,TGR,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465322303618146e-05
2914,TGU,6,6.0,0.66666667,5.54361373,13.0,0.02028882,5164.784347268744,0.00021885588587467928
2915,TGZ,7,7.0,0.42857143,5.81299519,13.0,0.00973738,461.49793612412066,0.00024173114155583923
2916,THE,4,4.0,1.0,6.12224457,13.0,0.00106433,0.0,0.00017795364666133446
2917,THG,1,1.0,,6.17672901,11.0,0.00093292,0.0,7.823961683719238e-05
2918,THL,4,4.0,0.83333333,6.33056231,12.0,0.00051182,1.666666666666667,0.00021448694681340733
2919,THN,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628474483481171e-05
2920,THO,2,2.0,1.0,7.11778483,14.0,4.566e-05,0.0,0.00015886406028304433
2921,THR,60,60.0,0.18644068,5.12315861,12.0,0.24774165,79905.79729648266,0.0018389469653473686
2922,THS,3,3.0,0.66666667,5.77120498,12.0,0.00644429,2.3833333333333333,0.0001333358635528182
2923,THU,1,1.0,,6.36838672,13.0,0.00016604,0.0,9.519760243391345e-05
2924,TIA,15,15.0,0.56190476,5.38442987,12.0,0.10417027,337.0619592763152,0.00033887288054494327
2925,TID,1,1.0,,6.23169094,13.0,0.00367403,0.0,6.465322303618146e-05
2926,TIE,3,3.0,0.33333333,7.27900821,14.0,3.115e-05,7230.0,0.0002725062783887854
2927,TIF,7,7.0,0.76190476,5.62337545,12.0,0.01200253,1.545145201513702,0.00020851774210703064
2928,TIH,3,3.0,0.66666667,6.07010002,13.0,0.00045579,0.5,0.00019959499017413934
2929,TIJ,22,22.0,0.35930736,5.14165494,12.0,0.02603978,1020.4465234085673,0.0005676187197529737
2930,TIM,4,4.0,0.5,6.7532603,12.0,0.00012918,3616.811111111111,0.0002583074625736837
2931,TIN,4,4.0,1.0,6.23232476,13.0,0.00506177,0.0,0.00014068344439512387
2932,TIP,29,29.0,0.45320197,5.37572328,12.0,0.17405285,17142.454434419436,0.00073456471417129
2933,TIQ,2,2.0,1.0,6.24060046,12.0,0.0009767,0.0,9.940294398936077e-05
2934,TIR,2,2.0,1.0,5.93049265,12.0,0.00205573,0.0,8.992948591222804e-05
2935,TIS,3,3.0,0.33333333,7.14320018,12.0,1.612e-05,2.833333333333333,0.00020227532169064062
2936,TIU,1,1.0,,6.85445876,12.0,9.639e-05,0.0,8.044697579718303e-05
2937,TIV,2,2.0,1.0,6.40201359,13.0,0.01042074,0.0,7.898999882483286e-05
2938,TIZ,4,4.0,0.66666667,6.72681589,11.0,0.00015712,9.609523809523807,0.0002599327058335934
2939,TJA,5,5.0,0.7,6.59851461,14.0,0.00087277,3.3499999999999996,0.00023470534528643105
2940,TJG,2,2.0,1.0,6.74762204,12.0,0.00015083,0.0,0.00012612550782538812
2941,TJH,1,1.0,,5.46410861,12.0,0.00453644,0.0,6.531335601350011e-05
2942,TJI,2,2.0,1.0,7.57713654,15.0,4.257e-05,0.0,0.00016317652374234776
2943,TJM,11,11.0,0.38181818,5.40058835,12.0,0.02260642,1451.29065787605,0.00030968495798542234
2944,TJQ,2,2.0,1.0,6.25236737,12.0,0.00109962,0.0,0.00011416854348460574
2945,TJS,3,3.0,0.66666667,7.75161026,13.0,4.67e-06,5.799999999999999,0.00024412354758912688
2946,TKB,2,2.0,1.0,7.72670926,12.0,2.74e-06,0.0,0.00017920237053031682
2947,TKE,2,2.0,1.0,6.74852264,14.0,0.00013211,0.0,0.00018779949271677992
2948,TKG,1,1.0,,6.25248426,12.0,0.00107921,0.0,7.212583347402074e-05
2949,TKJ,7,7.0,0.14285714,6.74755133,14.0,0.00013115,18068.0,0.0005962591983650345
2950,TKK,2,2.0,1.0,6.23789853,12.0,0.00063733,0.0,0.00011959886954146992
2951,TKN,2,2.0,1.0,6.27279398,13.0,0.00073374,0.0,0.00010187962400374125
2952,TKP,1,1.0,,7.07039743,14.0,7.8e-06,0.0,0.00012278247939204593
2953,TKQ,4,4.0,0.33333333,6.15850687,13.0,0.00089079,18.444401972339527,0.00021630933841361422
2954,TKS,3,3.0,1.0,5.31494101,12.0,0.01230355,0.0,0.00011337021598365298
2955,TKU,7,7.0,0.61904762,5.40410502,12.0,0.02343343,110.64742265315749,0.0002387800486564838
2956,TKX,2,2.0,0.0,6.07044199,13.0,0.00043932,3616.0000000000005,0.00019134849311588795
2957,TLA,3,3.0,0.66666667,6.7286025,14.0,2.673e-05,0.5,0.00019963478610923608
2958,TLE,4,4.0,0.5,6.18648764,13.0,0.000543,1807.616666666667,0.0002444085296005853
2959,TLH,10,10.0,0.82222222,5.51934204,13.0,0.05543429,11.544384965288657,0.00022816778800273943
2960,TLJ,2,2.0,1.0,6.7283488,14.0,2.566e-05,0.0,0.00018703791286179072
2961,TLL,15,15.0,0.75238095,5.27995539,12.0,0.10979551,3625.6171453168645,0.00037225171937293187
2962,TLM,4,4.0,0.66666667,5.24684758,12.0,0.02345442,296.08528321546646,0.00013170348055906975
2963,TLN,2,2.0,1.0,5.25761592,12.0,0.02132973,0.0,8.141406111697454e-05
2964,TLS,29,29.0,0.55418719,5.20809033,12.0,0.17945812,826.2780480656065,0.0006032835829528108
2965,TLT,2,2.0,0.0,6.72703283,14.0,2.585e-05,3613.9999999999995,0.00019250831760152161
2966,TLV,69,69.0,0.32949702,4.64109986,12.0,0.40729111,36279.13818671931,0.0015121824316153417
2967,TMG,1,1.0,,7.23981254,13.0,1.099e-05,0.0,9.436069143479746e-05
2968,TMJ,1,1.0,,5.89945641,13.0,0.00356633,0.0,6.345817967564412e-05
2969,TMM,11,11.0,0.27272727,6.10545684,12.0,0.00135624,7468.439356663039,0.0005335885705791593
2970,TMP,4,4.0,0.83333333,5.66281209,13.0,0.01370342,0.25,0.00015374844346538984
2971,TMR,10,10.0,0.48888889,6.23231109,13.0,0.00550091,10.55050505050505,0.0003396073586096002
2972,TMS,3,3.0,0.0,6.21273296,13.0,0.00306971,3638.28309419224,0.00017796029769410202
2973,TMT,2,2.0,1.0,6.83494704,14.0,0.00037257,0.0,0.00013146524283308737
2974,TMU,2,2.0,1.0,6.62482582,14.0,0.00155864,0.0,0.00013238880218989987
2975,TMW,5,5.0,0.5,5.88980605,12.0,0.00155368,2702.626150695281,0.00026032701528171494
2976,TMX,4,4.0,1.0,6.22968155,13.0,0.00462065,0.0,0.00014459980454414772
2977,TNA,24,24.0,0.70652174,5.65316942,12.0,0.02675727,285.1253546196188,0.0004994726489846312
2978,TNC,2,2.0,1.0,6.72868016,14.0,2.625e-05,0.0,0.00014304809747164304
2979,TNE,2,2.0,1.0,5.46698425,12.0,0.00504958,0.0,9.281880586893614e-05
2980,TNG,7,7.0,1.0,5.17133019,12.0,0.08004905,0.0,0.00017101877922881103
2981,TNK,3,3.0,0.66666667,6.72717394,14.0,2.678e-05,0.75,0.00024193282792671217
2982,TNN,3,3.0,0.66666667,5.50182957,12.0,0.00211579,0.2,0.00014195639314980226
2983,TNO,1,1.0,,6.62483524,14.0,0.00153095,0.0,7.612356125924727e-05
2984,TNR,31,31.0,0.10322581,5.18693218,12.0,0.02946522,127592.0949463013,0.0014132495635613136
2985,TNX,2,2.0,1.0,6.343803,12.0,0.00051116,0.0,0.0001293748218238204
2986,TOB,1,1.0,,6.37570193,13.0,0.00309149,0.0,6.298971488830745e-05
2987,TOD,1,1.0,,5.72804252,12.0,0.00450302,0.0,6.695541445535743e-05
2988,TOE,6,6.0,0.8,5.34337964,12.0,0.04797811,16.42606591640749,0.0001631174522307887
2989,TOF,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
2990,TOG,3,3.0,0.33333333,6.73015338,14.0,5.152e-05,199.7666666666667,0.00024799543421428447
2991,TOH,2,2.0,1.0,9.85295068,15.0,0.0,0.0,0.0002197886753713485
2992,TOL,6,6.0,1.0,5.5090416,13.0,0.05221198,0.0,0.00015158446645655905
2993,TOM,3,3.0,0.33333333,7.23209994,14.0,1.132e-05,3616.000000000001,0.00029731596122726904
2994,TOP,1,1.0,,5.96118189,13.0,0.00467871,0.0,6.137761868394517e-05
2995,TOS,16,16.0,0.15833333,6.26707562,13.0,0.00599892,50620.588481581464,0.0007741774253666588
2996,TOU,4,4.0,0.66666667,6.2646673,12.0,0.00028964,1807.5,0.00026631490496204294
2997,TOV,1,1.0,,6.57357957,14.0,0.00107762,0.0,6.588988234197706e-05
2998,TOW,2,2.0,1.0,5.77373191,13.0,0.00476546,0.0,0.00011129379153796612
2999,TOY,6,6.0,0.66666667,5.24640273,12.0,0.01497486,22.450789590701387,0.00018101217314058974
3000,TPA,56,56.0,0.51753247,4.79952707,12.0,0.31112934,5630.348163971727,0.0011357429241996694
3001,TPE,49,49.0,0.23129252,4.50226028,11.0,0.11357352,113915.84112103426,0.0015327656629730805
3002,TPP,2,2.0,1.0,5.96349475,13.0,0.00214664,0.0,0.00011953298924091269
3003,TPQ,2,2.0,1.0,5.83682907,13.0,0.00507953,0.0,8.729757379584214e-05
3004,TPS,3,3.0,0.66666667,5.23639943,12.0,0.01218731,773.8889604773531,0.0001207484690662472
3005,TQR,1,1.0,,6.23540568,13.0,0.00042081,0.0,7.64000302487009e-05
3006,TRA,2,2.0,1.0,6.32291471,13.0,0.0004982,0.0,0.00010840988174965319
3007,TRC,11,11.0,0.74545455,5.17335485,12.0,0.02806042,200.9001858537064,0.0002806264663886061
3008,TRD,15,15.0,0.26666667,5.38339259,12.0,0.01617076,22314.64833331845,0.0005990871009084481
3009,TRE,1,1.0,,6.06421706,13.0,0.00300609,0.0,6.270237987319328e-05
3010,TRG,4,4.0,1.0,5.85815404,12.0,0.00116886,0.0,0.0001920624577924001
3011,TRI,7,7.0,1.0,5.4449099,13.0,0.05223414,0.0,0.00017319120127875536
3012,TRK,6,6.0,0.06666667,6.75668585,12.0,0.00013451,10991.395276227586,0.0004511328887669214
3013,TRN,23,23.0,0.51383399,5.22531051,12.0,0.17290326,756.788929921176,0.0004862042910123234
3014,TRO,2,2.0,1.0,5.88959429,12.0,0.00149234,0.0,0.00012083144944869881
3015,TRQ,2,2.0,1.0,7.84377606,15.0,1.158e-05,0.0,0.00016566908957453666
3016,TRS,6,6.0,0.66666667,5.23370072,12.0,0.04348764,2.891654329268172,0.000152992942709283
3017,TRU,4,4.0,0.5,5.96331126,13.0,0.00222357,1.5,0.00022092567373318466
3018,TRV,12,12.0,0.77272727,5.76802516,11.0,0.0394848,79.55456918232916,0.0003003404115280224
3019,TRW,3,3.0,0.33333333,5.98393006,12.0,0.00059501,481.2046924779522,0.00019490822664709368
3020,TRZ,4,4.0,0.66666667,5.92678104,12.0,0.00638508,3.691804268000049,0.00012653499471154632
3021,TSE,12,12.0,0.42424242,5.23839133,12.0,0.06245235,852.1823808757332,0.0003123398693677192
3022,TSJ,2,2.0,0.0,6.26806631,12.0,0.00151534,0.1,9.130141933684318e-05
3023,TSM,2,2.0,1.0,5.95660759,13.0,0.00261597,0.0,0.00011464318222568801
3024,TSN,26,26.0,0.58461538,5.38938703,12.0,0.0333275,530.4624754539218,0.0005571044330443312
3025,TSR,17,17.0,0.43382353,5.07516601,12.0,0.12455242,5121.386628286347,0.00041034160189095536
3026,TST,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.700168071594107e-05
3027,TSV,8,8.0,0.28571429,6.18385212,11.0,0.00150027,7955.774344040522,0.00044588666415556046
3028,TTJ,1,1.0,,5.30646428,12.0,0.00666652,0.0,6.634282998029369e-05
3029,TTQ,1,1.0,,6.62483524,14.0,0.00153095,0.0,7.612356125924727e-05
3030,TTS,2,2.0,0.0,6.18641453,13.0,0.00052379,1536.2128915806388,0.00014210248684764742
3031,TTT,5,5.0,0.3,5.49851752,12.0,0.00268803,7231.0,0.00028822433996291926
3032,TTU,2,2.0,1.0,6.23511829,13.0,0.00488161,0.0,9.5134155455021e-05
3033,TUB,2,2.0,1.0,6.07046427,13.0,0.00044712,0.0,0.00015127545327411117
3034,TUC,4,4.0,1.0,5.55977209,13.0,0.00410275,0.0,0.00018081110245749747
3035,TUG,2,2.0,0.0,5.71718589,11.0,0.00215193,1807.4999999999998,0.00014716527386981562
3036,TUI,4,4.0,0.66666667,6.61260968,13.0,0.00063068,0.5909090909090909,0.00014976264631254873
3037,TUJ,2,2.0,1.0,8.27896122,15.0,5.6e-07,0.0,0.00020638170787457948
3038,TUK,8,8.0,0.53571429,6.06078199,12.0,0.00440806,56.41972899827223,0.00027316961980113427
3039,TUL,15,15.0,0.93333333,5.07344563,12.0,0.09941381,26.678361173628534,0.0003448412829027034
3040,TUN,51,51.0,0.48392157,5.35240679,12.0,0.34245659,5773.410585013893,0.0010385309365372342
3041,TUO,2,2.0,1.0,5.85840229,12.0,0.00111942,0.0,0.00011505747220568228
3042,TUP,2,2.0,1.0,5.88354847,13.0,0.00550151,0.0,9.147110940849507e-05
3043,TUR,2,2.0,1.0,6.87470904,14.0,0.00021832,0.0,0.0001241016847245964
3044,TUS,17,17.0,0.85294118,4.95993617,12.0,0.10786384,146.4631409205938,0.00039610140863262486
3045,TUU,11,11.0,0.49090909,5.60834917,12.0,0.01065804,1077.3881165957364,0.00032720579469523253
3046,TUV,1,1.0,,7.27439146,14.0,6.537e-05,0.0,9.103672167367995e-05
3047,TVA,3,3.0,0.66666667,6.18624118,13.0,0.00053381,3594.8164062248725,0.00018829284352323139
3048,TVC,8,8.0,0.60714286,5.52020394,13.0,0.03492635,422.5498070566127,0.0002199602649598173
3049,TVF,2,2.0,0.0,6.63061941,14.0,0.00024504,0.8333333333333333,0.0001519651636810181
3050,TVL,1,1.0,,6.57328748,14.0,0.00039557,0.0,7.325236449593027e-05
3051,TVU,5,5.0,0.5,5.98034968,12.0,0.00055114,3616.3333333333335,0.00035782011506807346
3052,TVY,4,4.0,0.83333333,6.33129368,12.0,0.00050422,0.3333333333333333,0.00021882373347046401
3053,TWA,3,3.0,0.66666667,6.72862617,14.0,2.657e-05,11.166666666666657,0.00026357553993112937
3054,TWB,3,3.0,0.33333333,6.17608637,11.0,0.00097629,10842.0,0.00021814701908078242
3055,TWF,1,1.0,,6.01869908,13.0,0.00404403,0.0,6.443070612846113e-05
3056,TWU,4,4.0,0.5,6.23978287,12.0,0.00061067,934.7791663450697,0.00024213916189820122
3057,TXG,6,6.0,0.6,5.49849921,12.0,0.00283005,3.8666666666666663,0.000258784942650819
3058,TXK,1,1.0,,5.59874886,13.0,0.00884296,0.0,6.202361839876099e-05
3059,TXN,10,10.0,0.91111111,5.65708485,12.0,0.01892517,11.939912566083564,0.0002340942096200444
3060,TYF,1,1.0,,6.68589035,14.0,0.00013593,0.0,0.00010901038962437522
3061,TYN,7,7.0,0.95238095,5.66263759,12.0,0.01750706,2.0537581243854683,0.0001805106749298661
3062,TYO,111,111.0,0.13333333,4.3065297,11.0,0.37532995,393958.6220042131,0.0032494871506255217
3063,TYR,3,3.0,1.0,5.58329768,13.0,0.02069707,0.0,0.00010008530303153892
3064,TYS,16,16.0,0.925,5.68715378,13.0,0.12576409,19.65524743428871,0.00034204216506356544
3065,TZN,1,1.0,,6.03715632,13.0,0.00244519,0.0,7.014304927355379e-05
3066,TZX,3,3.0,1.0,5.65444227,13.0,0.01474361,0.0,0.00010969270299163831
3067,UAK,7,7.0,0.19047619,5.38853203,12.0,0.00925659,23426.44595782079,0.00046327533377941787
3068,UAQ,3,3.0,1.0,5.57723511,13.0,0.00360414,0.0,0.00014942496633858448
3069,UAS,1,1.0,,7.16860892,14.0,4.243e-05,0.0,9.759444345223034e-05
3070,UBA,8,8.0,0.35714286,5.77011282,13.0,0.00538591,3633.747078011594,0.0003511658585299735
3071,UBB,4,4.0,0.5,7.14239605,12.0,8.15e-06,1808.722222222222,0.0002911795472161828
3072,UBI,2,2.0,0.0,9.72743853,14.0,0.0,2.0,0.00023767339929644908
3073,UBJ,2,2.0,1.0,5.30326094,12.0,0.00749213,0.0,9.119937860494375e-05
3074,UBP,2,2.0,0.0,5.77234957,12.0,0.0058867,228.98156000225842,0.0001115069143014488
3075,UBS,4,4.0,0.5,5.51808739,13.0,0.01653564,123.99853838117865,0.00014451506722369407
3076,UCA,1,1.0,,6.64851948,14.0,0.00243335,0.0,5.9897186519883034e-05
3077,UCT,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
3078,UDI,7,7.0,0.76190476,5.76963854,13.0,0.00545389,3.815309779825908,0.0002721822994084764
3079,UDJ,2,2.0,1.0,5.39364861,12.0,0.01606185,0.0,8.37971882506118e-05
3080,UDR,4,4.0,0.33333333,5.68939665,12.0,0.00404017,4659.009644417096,0.00023167572886687412
3081,UEL,4,4.0,0.66666667,6.26716548,13.0,0.00062084,1.0,0.00019363103380592872
3082,UEO,1,1.0,,6.2807393,13.0,0.00066407,0.0,6.846068477091824e-05
3083,UET,10,10.0,0.26666667,6.05715045,12.0,0.01065915,1550.2118717553271,0.0003224662424714201
3084,UFA,20,20.0,0.34736842,5.45573637,12.0,0.0382576,2732.008269135489,0.0005335549610155014
3085,UGA,2,2.0,1.0,6.44221637,13.0,0.00050756,0.0,0.00015465808838882475
3086,UGC,3,3.0,0.66666667,5.41108597,12.0,0.01397725,115.61191699672199,0.0001293570306911811
3087,UIB,3,3.0,0.33333333,5.95931594,13.0,0.00275331,3616.0,0.0001906424426991581
3088,UIH,1,1.0,,6.27594937,12.0,0.00098065,0.0,7.372970260479749e-05
3089,UII,1,1.0,,7.57713952,15.0,4.181e-05,0.0,9.382650115189455e-05
3090,UIK,2,2.0,0.0,6.26858491,13.0,0.00127503,0.6666666666666666,0.00010153000321481098
3091,UIN,2,2.0,1.0,5.4681741,13.0,0.01912739,0.0,7.981984902198655e-05
3092,UIO,10,10.0,0.66666667,5.55823474,13.0,0.03680035,548.3521088715106,0.00031225662892202976
3093,UIP,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.234932833210316e-05
3094,UIT,2,2.0,1.0,6.59604938,13.0,4.981e-05,0.0,0.00018586170761673092
3095,UJE,3,3.0,0.66666667,7.59538586,14.0,9.4e-07,0.5,0.0002523567198531081
3096,UKK,3,3.0,0.66666667,5.40684639,12.0,0.01151784,124.09316284434951,0.00012110806114319098
3097,UKU,2,2.0,0.0,8.72614463,13.0,5e-08,3611.5,0.00022745010427619271
3098,ULA,2,2.0,0.0,7.58672967,15.0,1.22e-06,2.0,0.00017630601292151568
3099,ULB,2,2.0,0.0,7.85301447,13.0,1.7e-06,2.4,0.00016842896303162217
3100,ULD,1,1.0,,6.65920229,13.0,9.202e-05,0.0,9.31415106304885e-05
3101,ULE,2,2.0,1.0,7.7268749,12.0,2.89e-06,0.0,0.00016949871919596515
3102,ULG,1,1.0,,6.44223009,13.0,0.00049854,0.0,8.892840082362689e-05
3103,ULN,20,20.0,0.07894737,5.44225754,12.0,0.0280682,50730.01141430525,0.0011169183766076402
3104,ULO,1,1.0,,6.44223009,13.0,0.00049854,0.0,8.892840082362689e-05
3105,ULP,2,2.0,0.0,7.17653503,12.0,1.688e-05,5086.570666987417,0.00019987870054631384
3106,ULU,2,2.0,1.0,6.1281839,13.0,0.00086503,0.0,0.00012889868798951048
3107,ULY,6,6.0,0.13333333,5.84151077,13.0,0.01114002,22.964183673716377,0.00017863511733894917
3108,ULZ,1,1.0,,6.44223009,13.0,0.00049854,0.0,8.892840082362689e-05
3109,UMD,2,2.0,1.0,7.36768489,14.0,3.06e-06,0.0,0.00017627255843124956
3110,UME,4,4.0,0.66666667,5.68565184,13.0,0.00808161,1.75,0.000191720424387964
3111,UNA,4,4.0,1.0,5.76379786,13.0,0.00542724,0.0,0.00016366679073678194
3112,UNG,5,5.0,0.6,6.7267194,11.0,0.0001599,4.666666666666666,0.0003127535810409137
3113,UNI,3,3.0,0.66666667,6.35244964,13.0,0.00074139,1.911620039578726,0.00013824815539240505
3114,UNK,9,9.0,0.25,5.72723752,13.0,0.00147363,9623.594360810428,0.000524065773050156
3115,UNN,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.700168071594107e-05
3116,UNR,2,2.0,0.0,6.44220264,13.0,0.0004987,3616.000000000001,0.0001943935266829496
3117,UNT,1,1.0,,7.28996265,14.0,6.729e-05,0.0,8.52451463555374e-05
3118,UPG,11,11.0,0.27272727,5.75356477,11.0,0.00690114,24816.00079454488,0.0005107518578322633
3119,UPN,1,1.0,,6.14517854,13.0,0.0007889,0.0,6.407347860103285e-05
3120,URA,2,2.0,0.0,5.88845307,13.0,0.00320523,1.748241518829754,8.612437776924532e-05
3121,URC,25,25.0,0.24,5.72671552,12.0,0.0350536,36945.79046546148,0.0008208473201115563
3122,URG,1,1.0,,7.57922492,15.0,4.02e-06,0.0,0.00011678219239461297
3123,URO,1,1.0,,6.19159588,13.0,0.00534657,0.0,6.0524102602717364e-05
3124,URT,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.700168071594107e-05
3125,URY,5,5.0,0.8,5.57313143,12.0,0.00444001,0.4,0.00016826363281518002
3126,USH,4,4.0,0.83333333,5.58916472,13.0,0.00339886,0.3333333333333333,0.00021295412804804733
3127,USK,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
3128,USL,2,2.0,0.0,7.95863205,14.0,2.6e-07,3616.0,0.0002579405782056512
3129,USM,5,5.0,0.5,5.78833864,11.0,0.01200317,848.8010918626096,0.00019751401207117455
3130,USN,2,2.0,1.0,5.40439894,12.0,0.00569665,0.0,9.354960063131817e-05
3131,USQ,2,2.0,1.0,5.69009704,13.0,0.00968463,0.0,0.00010758084330576913
3132,USU,2,2.0,1.0,5.7172351,11.0,0.00218947,0.0,0.00013283754175966918
3133,UTH,1,1.0,,5.77286488,12.0,0.00585118,0.0,6.700168071594107e-05
3134,UTK,2,2.0,1.0,6.59604938,13.0,4.981e-05,0.0,0.00018586170761673092
3135,UTN,2,2.0,1.0,5.69868926,12.0,0.0060385,0.0,0.00010151370920995932
3136,UTO,2,2.0,1.0,6.74760266,14.0,0.00013103,0.0,0.00015151638703746068
3137,UTP,2,2.0,0.0,6.33197056,12.0,0.00071528,1.6666666666666665,0.00010796790460085083
3138,UTT,1,1.0,,5.65982769,12.0,0.00499672,0.0,6.993258327599931e-05
3139,UUD,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.4811752025577e-05
3140,UUN,1,1.0,,7.44217519,14.0,8.86e-06,0.0,0.0001240766186580267
3141,UUS,7,7.0,0.52380952,5.40024644,12.0,0.01768691,223.53581606822928,0.00022760383376469636
3142,UVE,2,2.0,1.0,6.26458116,12.0,0.0002844,0.0,0.0001369651098938037
3143,UVL,3,3.0,0.66666667,5.67171534,12.0,0.00785702,0.5,0.0001366797749438353
3144,UVO,3,3.0,1.0,7.72779117,12.0,5.74e-06,0.0,0.0002116293875603078
3145,UYL,5,5.0,0.4,6.37621103,13.0,0.00149662,1248.9076783331277,0.000251937966636856
3146,UYN,2,2.0,0.0,6.27415768,13.0,0.00091333,0.875,9.134986433764579e-05
3147,VAA,5,5.0,0.7,5.66708783,13.0,0.01397207,30.820764739776617,0.00019339873459573055
3148,VAG,1,1.0,,5.77397527,13.0,0.00467687,0.0,6.953934412179089e-05
3149,VAI,4,4.0,0.16666667,7.72620368,12.0,2.8e-06,9038.39523809524,0.00035261445978575754
3150,VAK,3,3.0,1.0,6.7270587,14.0,2.68e-05,0.0,0.00023398087858804846
3151,VAN,2,2.0,1.0,5.66053316,13.0,0.01257505,0.0,8.962674617630735e-05
3152,VAO,1,1.0,,7.16975095,11.0,2.089e-05,0.0,0.00010849477460680224
3153,VAR,4,4.0,0.66666667,5.39287535,12.0,0.01676999,0.6000000000000001,0.00013403379620144856
3154,VAS,1,1.0,,5.69012584,13.0,0.00951262,0.0,6.185898490083544e-05
